Depth,Width,Parameters,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50
19,66,0.618034,45.709999,61.039997,60.279999,68.309998,63.129997,73.509995,77.799995,74.629997,79.189995,78.459999,73.339996,78.979996,79.799995,82.019997,80.279999,83.939995,82.089996,80.639999,85.500000,80.779999,86.139999,83.860001,85.439995,84.089996,86.430000,86.000000,88.329994,88.239998,87.739998,88.769997,87.290001,89.629997,90.009995,89.009995,90.519997,89.970001,90.669998,91.019997,91.519997,91.759995,91.849998,91.869995,92.250000,92.449997,92.680000,92.519997,92.579994,92.619995,92.589996,92.649994
43,34,0.388834,27.959999,31.129999,36.919998,40.910000,38.480000,35.270000,47.989998,55.059998,50.779999,57.680000,51.579998,56.389999,43.320000,60.090000,61.009998,70.180000,62.199997,69.290001,71.029999,60.340000,71.070000,68.409996,68.659996,68.419998,62.869999,71.119995,67.619995,77.610001,77.299995,72.470001,80.379997,81.159996,81.790001,81.739998,81.199997,83.099998,82.659996,83.549995,83.790001,84.290001,85.110001,85.180000,86.049995,86.000000,86.049995,86.430000,86.619995,86.540001,86.790001,86.820000
17,48,0.292762,45.629997,55.009998,56.449997,70.529999,74.989998,72.299995,77.979996,74.879997,74.949997,78.650002,74.180000,77.089996,77.559998,78.430000,80.209999,82.110001,81.970001,81.299995,82.169998,82.369995,83.689995,85.029999,85.009995,85.829994,87.040001,85.599998,84.610001,86.259995,88.239998,87.930000,87.739998,88.709999,88.790001,88.519997,89.579994,89.150002,89.750000,90.029999,90.559998,90.610001,91.070000,91.089996,91.149994,91.169998,91.430000,91.570000,91.549995,91.689995,91.699997,91.599998
15,52,0.283774,40.989998,57.419998,65.750000,69.150002,69.259995,71.019997,74.970001,75.269997,75.330002,75.540001,80.809998,75.159996,80.529999,82.229996,81.860001,82.829994,82.639999,82.639999,84.659996,80.509995,85.059998,82.939995,83.439995,84.279999,86.519997,85.629997,85.750000,88.229996,87.699997,87.150002,86.959999,88.549995,88.019997,87.500000,90.279999,90.329994,90.619995,90.849998,90.979996,91.189995,91.409996,91.459999,91.769997,91.739998,91.869995,91.820000,91.919998,91.930000,91.899994,91.949997
24,34,0.207478,35.270000,49.629997,56.770000,59.209999,64.799995,66.820000,67.669998,68.159996,70.639999,67.820000,74.830002,71.430000,69.029999,73.750000,77.729996,76.509995,78.989998,65.150002,78.979996,80.979996,80.930000,78.720001,78.689995,79.779999,81.900002,82.389999,82.479996,83.860001,82.779999,84.879997,83.009995,86.169998,84.220001,85.809998,87.029999,85.589996,86.479996,87.159996,87.860001,88.909996,88.720001,89.479996,89.279999,89.470001,89.610001,89.729996,89.680000,89.809998,89.820000,89.820000
42,64,1.241482,34.279999,36.029999,44.000000,38.379997,49.439999,49.459999,53.160000,61.250000,59.639999,64.580002,62.160000,63.949997,63.590000,66.129997,65.000000,67.040001,72.839996,62.939999,63.419998,71.589996,70.000000,73.419998,73.500000,77.629997,77.869995,77.849998,78.059998,80.699997,76.250000,76.259995,81.430000,83.339996,83.040001,82.459999,82.869995,85.909996,85.419998,85.779999,86.369995,87.489998,87.650002,87.540001,88.619995,88.559998,89.139999,89.110001,89.259995,89.220001,89.329994,89.239998
5,22,0.020404,47.360001,44.820000,54.770000,57.059998,62.849998,63.239998,59.969997,62.829998,68.409996,68.989998,70.110001,69.019997,65.680000,72.540001,68.470001,72.549995,66.820000,72.379997,69.150002,70.189995,70.570000,65.189995,65.869995,69.830002,73.769997,73.019997,74.979996,74.619995,76.040001,71.129997,75.430000,77.889999,75.269997,75.809998,76.549995,78.570000,78.430000,78.959999,79.579994,78.959999,77.720001,79.650002,79.829994,79.989998,80.299995,80.339996,80.369995,80.659996,80.470001,80.839996
9,48,0.139354,51.430000,51.939999,60.879997,70.889999,74.169998,74.489998,68.220001,77.349998,75.449997,77.320000,76.599998,77.689995,80.259995,77.199997,76.239998,80.769997,78.129997,80.059998,82.729996,81.360001,82.449997,81.329994,81.979996,83.979996,85.059998,86.509995,84.070000,86.449997,86.849998,86.599998,87.449997,86.589996,87.659996,87.759995,88.040001,88.559998,88.849998,89.209999,89.320000,89.629997,89.790001,90.019997,90.169998,90.239998,90.439995,90.479996,90.619995,90.629997,90.419998,90.449997
25,122,2.694990,41.320000,59.789997,64.580002,68.759995,65.619995,69.959999,76.459999,73.839996,78.919998,73.299995,80.639999,79.579994,80.839996,76.379997,82.589996,83.549995,82.150002,81.729996,86.680000,82.559998,85.419998,86.790001,83.669998,87.699997,87.610001,88.040001,86.790001,88.299995,89.040001,89.500000,90.309998,90.720001,89.750000,90.970001,91.360001,92.430000,92.599998,92.899994,92.570000,93.329994,93.180000,93.540001,93.509995,93.869995,94.000000,93.849998,94.079994,94.070000,93.979996,94.049995
49,80,2.303690,24.980000,32.509998,35.950001,41.829998,41.379997,44.799999,43.590000,54.609997,56.910000,59.829998,59.559998,58.189999,65.580002,62.889999,65.449997,52.059998,66.909996,62.980000,67.110001,67.199997,67.949997,71.309998,72.419998,72.489998,71.720001,73.239998,76.000000,68.599998,74.379997,78.369995,79.189995,77.860001,79.329994,75.729996,83.049995,81.829994,83.220001,83.459999,83.199997,83.909996,84.769997,85.139999,85.799995,86.320000,86.930000,86.820000,87.000000,86.949997,87.029999,87.040001
41,34,0.367312,24.019999,33.779999,38.649998,41.480000,47.529999,50.739998,46.660000,54.009998,37.860001,43.039997,61.309998,54.930000,62.689999,66.309998,67.650002,68.309998,70.229996,67.849998,67.970001,68.070000,59.029999,70.070000,63.619999,72.470001,71.250000,71.320000,73.430000,76.279999,76.220001,76.290001,79.759995,80.689995,82.949997,82.409996,81.759995,82.680000,82.769997,83.409996,84.900002,85.089996,85.540001,86.269997,86.150002,86.619995,86.889999,87.139999,87.220001,87.189995,87.250000,87.389999
38,72,1.440442,36.779999,38.529999,43.520000,52.770000,58.009998,62.709999,60.699997,64.820000,57.889999,62.899998,64.510002,69.159996,69.769997,69.900002,68.900002,66.619995,73.229996,69.529999,74.479996,74.709999,66.019997,76.599998,77.339996,74.849998,79.619995,79.199997,74.150002,81.209999,82.059998,81.909996,83.419998,82.220001,83.579994,85.009995,86.089996,85.680000,86.389999,87.239998,87.639999,87.639999,87.769997,88.919998,89.389999,89.500000,89.699997,89.799995,90.009995,89.860001,90.009995,90.099998
41,128,4.799882,33.209999,41.549999,42.419998,54.739998,54.590000,59.359997,57.209999,59.609997,62.369999,66.279999,65.919998,60.029999,66.139999,72.879997,68.949997,74.379997,74.979996,75.570000,77.099998,74.820000,72.339996,79.509995,72.459999,79.930000,79.110001,83.449997,79.689995,81.489998,84.519997,84.290001,84.659996,86.470001,86.470001,85.639999,86.909996,85.519997,87.290001,89.479996,89.699997,89.159996,90.229996,90.729996,91.070000,91.209999,91.430000,91.589996,91.509995,91.649994,91.750000,91.589996
30,24,0.136186,34.680000,43.039997,45.259998,49.119999,51.270000,52.160000,53.449997,55.660000,63.289997,64.889999,56.189999,61.139999,66.549995,66.400002,68.489998,63.570000,72.449997,70.309998,74.080002,73.619995,70.759995,75.799995,76.320000,76.970001,71.049995,77.650002,77.000000,76.689995,79.320000,79.689995,80.970001,78.299995,80.000000,82.409996,83.909996,82.229996,83.430000,84.720001,85.169998,85.599998,85.669998,86.489998,86.909996,87.009995,87.220001,87.040001,87.269997,87.360001,87.320000,87.279999
17,70,0.605580,49.809998,63.429996,58.910000,69.939995,72.759995,73.860001,73.919998,76.839996,82.000000,78.829994,81.540001,79.329994,78.909996,78.119995,81.220001,84.709999,78.040001,84.930000,82.000000,82.439995,83.900002,86.659996,85.669998,83.199997,86.509995,87.970001,87.269997,87.209999,87.790001,88.570000,89.610001,89.650002,90.369995,88.919998,91.180000,91.099998,91.979996,91.220001,92.070000,92.589996,92.619995,92.669998,92.839996,93.009995,93.279999,93.180000,93.159996,93.369995,93.259995,93.290001
47,36,0.469342,25.410000,30.599998,35.139999,42.910000,44.139999,43.959999,41.279999,51.410000,43.610001,48.719997,48.020000,56.709999,60.070000,57.939999,60.059998,53.160000,69.169998,64.559998,66.129997,65.339996,58.989998,72.299995,72.040001,72.239998,73.580002,74.949997,75.409996,76.570000,71.909996,67.919998,74.309998,75.299995,75.169998,80.269997,79.939995,76.599998,82.000000,82.299995,83.489998,82.189995,83.759995,84.669998,84.519997,85.559998,85.470001,85.869995,85.860001,86.180000,85.909996,86.339996
37,20,0.124570,27.459999,32.799999,33.469997,42.340000,48.410000,50.489998,49.840000,55.539997,53.879997,47.180000,50.840000,55.989998,53.849998,62.759998,57.119999,63.070000,62.910000,64.799995,69.349998,68.309998,66.099998,47.480000,69.809998,68.729996,69.459999,68.919998,73.269997,70.629997,68.809998,74.659996,73.779999,77.119995,77.360001,74.139999,78.610001,79.769997,79.809998,80.879997,77.769997,81.500000,82.439995,82.869995,83.299995,83.309998,84.299995,83.839996,83.959999,84.299995,84.360001,84.209999
33,68,1.089574,34.719997,43.950001,43.820000,57.739998,52.329998,57.699997,66.939995,64.449997,67.659996,68.389999,69.059998,65.519997,68.729996,67.009995,68.979996,73.430000,78.349998,77.619995,75.509995,80.089996,75.259995,81.059998,76.400002,79.769997,80.829994,83.759995,81.150002,83.549995,82.839996,85.579994,84.299995,86.089996,87.150002,86.199997,86.989998,88.259995,87.689995,89.049995,88.729996,89.209999,89.949997,90.549995,90.470001,90.369995,90.839996,91.139999,91.250000,91.129997,91.239998,91.209999
24,80,1.073290,41.500000,55.369999,61.699997,65.689995,69.809998,70.650002,70.290001,78.209999,78.979996,71.309998,74.839996,76.059998,80.059998,80.650002,82.110001,82.110001,78.540001,81.389999,82.589996,83.409996,82.320000,83.959999,85.430000,83.669998,86.879997,84.699997,86.299995,87.639999,88.860001,89.040001,89.180000,90.009995,88.879997,90.400002,89.629997,89.639999,91.040001,91.619995,90.930000,92.139999,91.949997,92.599998,92.659996,92.790001,92.769997,92.949997,92.970001,93.029999,93.119995,93.029999
32,88,1.792042,39.219997,41.599998,51.169998,60.910000,57.590000,57.669998,64.019997,63.099998,65.360001,54.259998,73.680000,72.580002,69.970001,75.379997,71.489998,77.720001,79.150002,75.500000,79.150002,76.349998,72.750000,83.079994,76.400002,81.849998,81.809998,81.939995,82.049995,83.589996,85.119995,83.809998,87.189995,85.779999,87.269997,86.930000,89.070000,88.829994,89.299995,89.579994,90.259995,90.419998,91.089996,90.989998,91.750000,91.599998,91.729996,91.699997,91.930000,91.879997,92.049995,91.979996
8,68,0.265482,55.820000,62.699997,70.629997,71.759995,75.309998,72.970001,72.229996,78.839996,76.139999,77.559998,81.239998,83.129997,82.150002,82.339996,83.269997,79.529999,81.169998,85.349998,84.759995,82.849998,84.799995,86.129997,87.129997,84.540001,86.029999,86.629997,87.529999,84.939995,87.949997,87.369995,88.799995,87.639999,89.049995,89.009995,89.549995,89.750000,90.360001,90.419998,90.729996,90.750000,91.320000,90.919998,91.419998,91.619995,91.769997,91.549995,91.799995,91.709999,91.720001,91.790001
16,30,0.116080,45.299999,58.829998,59.769997,53.279999,70.549995,69.830002,71.229996,64.389999,75.330002,71.209999,73.439995,69.509995,79.199997,74.119995,78.449997,75.689995,76.229996,76.930000,81.519997,81.079994,79.979996,79.759995,80.169998,81.839996,82.329994,83.089996,85.079994,82.650002,83.479996,85.019997,84.909996,85.930000,85.439995,86.779999,86.360001,87.279999,88.369995,88.070000,88.189995,87.860001,88.750000,89.229996,89.229996,89.479996,89.599998,89.650002,89.720001,89.729996,89.729996,89.779999
15,126,1.582696,55.399998,59.869999,71.369995,70.669998,74.769997,79.250000,74.680000,80.339996,79.680000,84.199997,82.309998,82.979996,85.180000,82.799995,86.239998,87.070000,86.919998,85.040001,86.169998,88.259995,87.019997,88.570000,88.829994,86.000000,89.540001,89.579994,89.320000,90.949997,90.720001,91.169998,90.110001,91.489998,91.879997,92.009995,92.659996,92.619995,92.970001,93.229996,92.779999,93.599998,93.419998,94.059998,94.029999,94.129997,94.449997,94.549995,94.449997,94.419998,94.320000,94.439995
9,58,0.199704,49.949997,46.149998,62.469997,71.989998,69.449997,77.889999,74.540001,77.869995,73.529999,75.529999,75.750000,80.720001,80.549995,83.320000,81.129997,82.529999,82.949997,82.259995,80.909996,84.599998,85.040001,85.799995,85.379997,86.239998,85.079994,86.099998,85.419998,83.860001,87.070000,87.239998,87.669998,88.040001,87.959999,88.540001,88.930000,88.559998,88.689995,89.720001,89.869995,89.900002,89.989998,90.459999,90.769997,90.829994,90.860001,90.809998,90.919998,90.849998,91.139999,90.970001
38,44,0.556258,28.179998,36.360001,40.559998,45.899998,53.859997,55.139999,49.889999,59.599998,62.239998,65.049995,47.360001,62.519997,61.119999,63.889999,67.000000,64.750000,69.989998,71.119995,73.729996,72.989998,70.959999,75.139999,71.790001,74.610001,70.099998,72.680000,74.449997,75.000000,77.349998,79.639999,81.619995,82.239998,80.290001,84.000000,84.470001,82.000000,84.779999,85.549995,86.229996,85.689995,85.949997,87.129997,87.470001,87.349998,87.970001,88.040001,88.430000,88.459999,88.329994,88.329994
6,50,0.094210,52.719997,52.959999,62.039997,65.820000,63.570000,67.739998,70.540001,68.729996,67.089996,71.729996,76.939995,76.900002,75.059998,76.430000,76.599998,75.019997,74.049995,75.790001,78.479996,79.269997,78.259995,80.939995,78.979996,82.079994,79.829994,81.900002,81.329994,80.509995,84.040001,82.489998,83.309998,84.159996,84.629997,83.979996,84.779999,85.129997,85.820000,85.519997,85.659996,87.029999,87.019997,86.759995,87.209999,87.339996,87.689995,87.729996,87.699997,87.909996,87.839996,87.900002
28,54,0.615664,35.439999,47.189999,54.020000,45.829998,63.639999,63.849998,59.279999,64.589996,71.169998,73.909996,68.739998,74.279999,77.470001,75.129997,77.419998,76.169998,78.869995,81.720001,77.619995,76.250000,79.209999,77.029999,83.169998,76.709999,83.110001,81.610001,84.540001,84.449997,85.879997,85.750000,86.279999,86.529999,86.199997,87.579994,87.970001,89.079994,89.000000,89.509995,90.129997,90.309998,90.659996,90.849998,90.750000,91.009995,91.099998,91.339996,91.479996,91.449997,91.419998,91.379997
14,114,1.286386,47.379997,65.099998,67.439995,73.699997,72.150002,71.220001,79.099998,77.519997,74.949997,83.709999,82.029999,84.239998,83.329994,84.099998,85.360001,85.259995,87.129997,85.809998,87.879997,87.650002,85.860001,87.820000,89.049995,88.989998,87.979996,88.849998,90.360001,90.029999,90.709999,91.169998,92.199997,91.470001,91.689995,92.159996,92.449997,92.040001,93.040001,93.049995,92.970001,93.500000,93.529999,93.610001,93.769997,93.959999,94.059998,94.099998,94.119995,94.029999,94.229996,94.220001
43,60,1.155730,32.559998,36.980000,43.669998,47.309998,50.639999,58.029999,51.410000,49.250000,60.619999,62.389999,56.500000,66.159996,55.579998,65.519997,69.290001,67.339996,64.339996,64.839996,70.150002,73.349998,74.009995,72.889999,78.279999,74.680000,76.619995,77.299995,73.779999,77.739998,80.349998,80.250000,81.000000,81.029999,81.579994,82.930000,83.869995,84.989998,84.720001,85.750000,84.610001,85.989998,86.000000,87.759995,87.750000,87.869995,88.500000,88.559998,88.570000,88.839996,88.939995,88.959999
34,20,0.114630,28.029999,35.379997,39.489998,43.230000,47.919998,50.889999,53.849998,33.160000,48.889999,59.099998,56.410000,59.389999,63.559998,58.459999,62.959999,58.930000,69.430000,65.479996,69.599998,71.709999,66.229996,67.790001,70.430000,68.489998,69.509995,73.400002,76.159996,76.849998,73.199997,76.659996,75.799995,72.680000,75.220001,78.299995,80.540001,79.799995,81.829994,82.509995,82.379997,81.500000,83.529999,83.829994,84.119995,84.309998,84.610001,84.599998,84.829994,84.919998,84.930000,84.619995
25,126,2.871550,45.430000,55.070000,52.599998,70.509995,67.889999,68.279999,76.110001,78.419998,76.750000,79.000000,76.619995,81.239998,82.189995,79.970001,79.549995,81.849998,83.019997,84.279999,84.339996,84.709999,84.229996,86.879997,82.879997,86.989998,88.209999,87.199997,88.309998,88.479996,88.769997,89.989998,89.009995,90.599998,90.570000,91.439995,91.599998,91.829994,92.689995,92.379997,92.899994,93.399994,93.509995,93.739998,93.970001,93.799995,94.009995,94.099998,94.189995,94.059998,94.119995,94.110001
21,42,0.269440,35.259998,46.719997,59.989998,62.680000,69.509995,65.439995,73.820000,70.150002,73.639999,72.479996,68.580002,75.199997,76.669998,79.879997,73.869995,78.290001,79.549995,81.689995,75.939995,80.329994,78.299995,79.040001,81.949997,80.419998,81.409996,84.709999,81.400002,85.559998,86.059998,85.970001,86.959999,87.549995,86.049995,86.439995,88.239998,89.509995,89.209999,89.829994,90.000000,90.119995,90.500000,90.889999,90.619995,90.849998,91.269997,91.139999,91.250000,91.339996,91.299995,91.379997
12,124,1.201322,57.730000,66.000000,70.430000,73.769997,75.820000,77.400002,80.320000,80.559998,80.239998,82.470001,85.269997,84.979996,83.739998,85.259995,86.909996,86.339996,86.979996,86.750000,87.919998,83.909996,87.079994,87.180000,88.320000,88.799995,89.829994,89.829994,90.360001,89.579994,90.919998,90.529999,90.739998,91.369995,92.129997,92.379997,91.709999,92.599998,93.040001,93.379997,93.229996,93.559998,93.699997,94.159996,94.159996,94.099998,94.269997,94.529999,94.519997,94.579994,94.519997,94.479996
38,20,0.126610,27.150000,33.399998,39.259998,41.610001,43.329998,46.829998,46.770000,51.889999,49.799999,55.279999,52.160000,62.259998,60.660000,63.719997,53.469997,58.649998,62.320000,63.820000,53.770000,62.469997,61.340000,50.809998,69.339996,63.489998,74.449997,70.110001,68.009995,74.959999,69.369995,75.930000,77.779999,76.379997,77.720001,76.439995,78.110001,76.529999,79.900002,80.540001,81.400002,82.239998,82.470001,82.889999,83.409996,83.629997,83.799995,83.959999,84.079994,84.049995,84.129997,84.139999
39,114,3.554188,33.950001,38.709999,50.119999,47.919998,55.939999,59.349998,62.329998,66.839996,65.570000,67.019997,65.150002,65.680000,68.930000,74.509995,74.239998,67.739998,77.419998,74.830002,74.839996,79.019997,74.939995,76.500000,79.559998,77.729996,81.970001,77.650002,81.199997,84.489998,80.079994,82.650002,85.739998,85.699997,84.889999,87.040001,87.509995,86.930000,88.579994,89.339996,90.029999,90.430000,90.629997,91.199997,91.250000,91.320000,91.669998,91.909996,92.000000,91.970001,92.009995,92.059998
36,54,0.762814,37.739998,44.139999,46.079998,37.540001,56.009998,54.119999,62.369999,61.719997,66.339996,66.470001,61.879997,59.269997,71.320000,72.169998,68.330002,71.070000,73.680000,69.220001,69.199997,70.479996,79.009995,78.320000,76.919998,77.599998,80.809998,76.830002,80.619995,82.799995,82.320000,81.119995,84.919998,85.040001,83.049995,84.570000,85.349998,85.790001,87.500000,86.110001,87.339996,88.049995,88.739998,88.839996,88.939995,89.689995,89.549995,89.799995,89.869995,90.000000,89.989998,90.029999
11,18,0.030772,45.610001,54.969997,56.129997,62.449997,64.580002,68.570000,70.959999,70.869995,72.279999,71.650002,63.809998,73.449997,69.549995,69.900002,71.570000,74.900002,77.479996,74.949997,76.040001,78.159996,76.339996,77.419998,78.229996,80.489998,80.629997,81.549995,80.889999,80.009995,79.579994,80.959999,81.009995,82.250000,82.759995,83.110001,82.360001,83.759995,83.119995,84.110001,84.079994,85.000000,85.360001,85.619995,85.529999,85.639999,85.889999,85.970001,85.939995,85.919998,85.970001,85.989998
5,42,0.065824,48.719997,59.789997,62.059998,64.479996,65.849998,70.509995,69.610001,71.459999,69.110001,69.070000,72.330002,71.750000,73.529999,74.559998,75.000000,77.799995,75.919998,78.439995,76.269997,79.509995,79.129997,78.279999,78.459999,78.330002,80.029999,80.449997,79.239998,80.089996,82.699997,80.430000,80.949997,83.220001,82.589996,82.860001,83.930000,83.839996,84.229996,84.070000,85.049995,85.509995,85.619995,85.689995,85.889999,86.320000,86.099998,86.419998,86.489998,86.529999,86.250000,86.369995
22,72,0.846082,42.619999,53.669998,63.099998,65.839996,69.099998,71.949997,76.119995,77.949997,69.709999,75.580002,81.409996,80.129997,78.400002,81.329994,83.639999,80.479996,80.570000,79.419998,83.369995,84.169998,80.930000,84.430000,84.169998,86.919998,86.089996,85.250000,86.750000,87.279999,85.689995,88.959999,87.639999,88.089996,88.040001,90.209999,91.149994,90.930000,91.649994,91.099998,91.709999,92.139999,92.220001,92.540001,92.659996,92.769997,92.909996,92.799995,92.889999,92.939995,93.089996,93.089996
34,128,4.023690,36.270000,41.950001,46.739998,58.000000,54.469997,63.070000,60.039997,70.269997,65.699997,71.400002,74.879997,63.719997,73.119995,71.959999,76.529999,78.709999,77.650002,77.059998,78.889999,77.650002,82.419998,82.309998,81.629997,79.159996,84.449997,85.320000,86.599998,83.099998,83.709999,85.400002,85.809998,88.430000,89.110001,88.839996,89.639999,89.809998,90.839996,90.320000,91.849998,91.509995,92.009995,91.739998,92.290001,92.399994,92.649994,92.629997,92.750000,92.769997,92.839996,92.879997
8,40,0.096810,52.239998,60.079998,61.180000,65.639999,70.889999,72.479996,74.959999,73.720001,71.330002,77.500000,70.619995,76.750000,78.540001,77.059998,77.369995,82.000000,79.269997,79.879997,80.329994,80.709999,83.820000,82.989998,83.139999,83.639999,83.139999,84.000000,83.639999,84.680000,84.680000,84.889999,86.659996,86.500000,86.159996,86.720001,86.369995,87.449997,88.099998,87.860001,88.699997,88.959999,89.079994,89.049995,89.309998,89.449997,89.570000,89.659996,89.709999,89.689995,89.639999,89.689995
46,32,0.370666,24.570000,30.969999,37.259998,33.989998,43.680000,44.270000,52.859997,49.169998,55.509998,51.099998,35.739998,53.379997,59.000000,55.719997,57.299999,64.070000,65.320000,63.669998,58.009998,68.000000,69.180000,56.770000,64.860001,68.449997,66.029999,67.389999,63.649998,76.000000,74.529999,69.449997,74.619995,74.369995,73.159996,77.509995,78.709999,81.150002,81.779999,81.879997,82.099998,82.729996,83.329994,84.409996,84.220001,84.720001,85.400002,85.570000,85.860001,85.989998,86.110001,85.759995
28,84,1.451614,39.309998,46.439999,59.980000,55.739998,63.959999,67.869995,69.900002,71.509995,69.820000,72.409996,73.939995,72.180000,75.680000,76.519997,72.610001,81.430000,80.709999,80.259995,80.180000,81.519997,81.019997,83.809998,82.500000,84.040001,85.119995,86.500000,85.489998,84.939995,86.949997,86.669998,87.970001,86.889999,88.199997,86.779999,90.379997,90.540001,89.930000,91.009995,91.529999,91.919998,91.599998,92.059998,92.239998,92.409996,92.500000,92.479996,92.669998,92.669998,92.639999,92.680000
43,26,0.234738,29.929998,30.009998,38.070000,41.930000,43.809998,46.599998,48.500000,40.320000,50.969997,53.529999,48.299999,58.919998,54.849998,55.180000,58.649998,50.149998,58.090000,59.649998,56.899998,54.809998,64.389999,61.879997,50.989998,64.799995,67.119995,67.739998,67.939995,69.919998,67.750000,73.279999,73.040001,74.580002,73.509995,76.729996,76.199997,76.119995,79.349998,78.779999,80.180000,81.369995,81.150002,81.720001,82.070000,82.989998,83.239998,83.180000,83.559998,83.519997,83.449997,83.589996
9,64,0.241098,51.309998,63.669998,64.430000,69.619995,73.199997,74.400002,77.750000,72.169998,78.729996,81.509995,81.339996,81.379997,78.439995,82.889999,78.290001,82.939995,84.739998,83.409996,80.259995,81.269997,83.669998,84.009995,85.199997,85.139999,85.110001,84.979996,84.329994,84.519997,86.089996,86.279999,87.860001,87.650002,88.250000,89.570000,89.639999,89.189995,89.989998,89.939995,89.820000,90.389999,90.889999,91.040001,91.180000,91.199997,91.250000,91.349998,91.500000,91.509995,91.570000,91.430000
40,46,0.644240,28.080000,37.349998,42.379997,46.489998,48.160000,48.789997,53.689999,54.000000,61.239998,62.959999,57.989998,56.520000,65.479996,62.459999,64.360001,63.809998,66.759995,67.430000,68.029999,71.830002,63.779999,69.459999,72.189995,74.049995,72.919998,75.369995,77.509995,79.079994,73.080002,78.379997,79.930000,78.610001,80.750000,81.709999,81.959999,82.949997,84.029999,84.029999,84.769997,85.540001,85.570000,86.430000,86.869995,87.040001,87.449997,87.389999,87.360001,87.309998,87.409996,87.299995
23,30,0.162760,37.829998,46.480000,47.480000,54.609997,59.139999,62.949997,65.889999,66.919998,72.309998,61.789997,65.869995,74.139999,75.110001,76.239998,76.580002,77.659996,76.580002,78.349998,79.029999,78.299995,81.339996,80.509995,80.949997,78.849998,82.159996,82.430000,81.379997,81.159996,82.919998,85.250000,83.449997,85.150002,85.610001,86.339996,86.000000,86.829994,87.259995,87.419998,88.089996,88.479996,88.519997,88.979996,88.959999,89.209999,89.369995,89.259995,89.659996,89.599998,89.619995,89.610001
27,22,0.104136,30.699999,40.110001,38.250000,51.169998,58.099998,62.930000,58.840000,66.010002,66.010002,62.869999,61.289997,62.969997,59.379997,72.430000,68.229996,63.439999,72.669998,74.519997,64.080002,70.689995,74.919998,74.619995,78.369995,70.259995,77.409996,75.750000,77.669998,78.619995,79.459999,81.150002,80.779999,82.979996,81.079994,82.470001,78.409996,83.150002,83.089996,85.269997,85.360001,85.500000,86.139999,86.739998,86.709999,86.839996,86.879997,87.139999,87.029999,87.409996,87.290001,87.279999
28,38,0.314080,36.540001,35.579998,45.619999,47.139999,56.149998,61.340000,61.090000,64.470001,67.489998,62.599998,68.540001,68.449997,70.220001,75.799995,73.369995,73.650002,74.989998,74.639999,74.139999,78.000000,78.290001,72.379997,79.959999,77.639999,79.869995,81.470001,81.889999,82.389999,82.970001,83.610001,84.579994,84.110001,85.729996,85.169998,86.769997,86.659996,84.449997,85.829994,88.099998,88.269997,88.869995,88.799995,89.250000,89.189995,89.639999,89.519997,89.860001,89.699997,89.729996,89.909996
6,96,0.326602,52.469997,62.099998,67.309998,66.559998,71.650002,70.009995,71.139999,73.089996,74.610001,75.180000,71.070000,74.389999,80.829994,80.199997,77.239998,75.169998,81.540001,82.290001,79.439995,81.820000,82.930000,82.209999,83.959999,83.360001,82.799995,80.589996,85.309998,82.949997,85.509995,85.799995,86.759995,86.449997,86.919998,87.639999,87.729996,86.989998,88.659996,89.199997,89.209999,89.409996,89.459999,89.239998,89.860001,90.180000,90.220001,90.470001,90.439995,90.449997,90.430000,90.470001
32,60,0.850570,31.029999,41.230000,54.289997,55.459999,61.349998,63.590000,61.689999,63.869999,55.180000,68.189995,66.619995,59.820000,70.779999,74.209999,72.439995,72.809998,74.879997,72.009995,75.169998,79.119995,80.430000,79.419998,74.750000,80.239998,80.549995,82.529999,83.309998,80.180000,82.650002,83.549995,84.019997,84.939995,85.589996,86.189995,84.720001,87.360001,87.329994,87.119995,87.860001,89.139999,89.610001,89.430000,89.889999,90.360001,90.239998,90.389999,90.489998,90.509995,90.680000,90.629997
49,64,1.491722,27.809999,33.110001,38.360001,40.669998,40.700001,43.750000,48.520000,53.619999,48.480000,47.809998,57.250000,53.989998,60.329998,45.680000,64.949997,62.329998,67.540001,66.080002,63.079998,71.839996,69.669998,68.849998,63.230000,72.059998,76.119995,68.339996,75.470001,78.379997,77.939995,75.860001,79.369995,79.739998,79.079994,82.750000,81.889999,83.099998,84.650002,85.159996,85.329994,86.269997,86.290001,86.379997,87.220001,87.169998,87.699997,87.650002,88.040001,87.900002,87.930000,87.989998
46,108,3.893950,33.599998,37.820000,40.770000,45.779999,48.209999,54.699997,56.209999,60.129997,57.969997,57.739998,57.489998,63.859997,62.410000,63.129997,62.199997,63.340000,62.459999,65.659996,64.290001,65.729996,65.419998,62.859997,73.369995,74.430000,69.159996,75.580002,75.360001,73.000000,79.739998,80.540001,75.729996,80.430000,80.790001,82.699997,83.290001,83.040001,83.570000,85.409996,86.290001,87.409996,87.180000,87.860001,87.989998,88.449997,88.470001,88.779999,88.949997,89.089996,89.180000,89.169998
