Depth,Width,Parameters,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50
16,46,0.260416,42.559998,54.549999,67.400002,64.930000,70.150002,69.959999,74.180000,76.070000,72.189995,71.209999,76.529999,76.009995,80.540001,78.809998,82.110001,82.709999,82.829994,82.779999,82.599998,84.040001,81.919998,83.369995,85.459999,85.180000,86.439995,85.320000,86.970001,85.799995,87.889999,87.290001,87.959999,87.129997,89.139999,88.680000,89.099998,89.299995,90.059998,89.669998,90.649994,90.529999,90.849998,90.709999,91.129997,91.189995,91.149994,91.329994,91.279999,91.349998,91.489998,91.259995
49,20,0.164330,20.910000,23.619999,31.170000,31.889999,39.450001,39.099998,42.549999,39.709999,41.419998,47.539997,47.919998,49.259998,47.910000,38.660000,51.649998,51.149998,51.689999,47.439999,50.939999,53.969997,61.579998,61.349998,61.639999,65.989998,66.799995,55.579998,62.439999,68.409996,67.119995,71.919998,70.279999,72.500000,73.849998,72.199997,76.500000,76.629997,70.199997,77.759995,76.839996,78.790001,78.839996,79.720001,80.250000,80.509995,81.169998,81.430000,81.489998,81.400002,81.619995,81.629997
8,108,0.650602,51.869999,65.470001,73.369995,71.699997,75.570000,76.580002,80.699997,80.599998,76.339996,82.040001,79.639999,81.489998,80.680000,86.079994,85.089996,85.559998,85.650002,86.309998,86.119995,85.809998,86.939995,86.229996,86.720001,88.009995,87.400002,88.959999,87.349998,89.269997,89.110001,88.699997,89.699997,89.389999,89.809998,90.979996,90.930000,90.970001,91.589996,91.849998,92.019997,91.739998,92.220001,92.169998,92.489998,92.459999,92.619995,92.639999,92.659996,92.639999,92.610001,92.729996
45,52,0.891654,29.939999,38.139999,39.820000,42.889999,40.160000,51.399998,43.649998,46.919998,60.849998,61.059998,58.189999,60.699997,64.269997,66.489998,58.230000,60.099998,65.419998,65.049995,65.559998,69.589996,67.909996,71.199997,63.429996,67.519997,74.699997,73.549995,70.199997,71.540001,69.820000,76.689995,78.709999,79.139999,79.599998,79.239998,81.500000,80.979996,83.089996,84.610001,83.570000,83.790001,86.259995,84.909996,86.489998,86.430000,87.199997,87.369995,87.439995,87.559998,87.699997,87.479996
45,60,1.175710,30.150000,40.379997,36.829998,43.029999,40.860001,49.639999,53.020000,51.509998,49.680000,57.730000,55.109997,61.719997,59.840000,63.129997,57.129997,65.409996,66.330002,64.769997,70.650002,68.309998,73.619995,73.619995,68.650002,74.320000,76.570000,78.180000,74.419998,75.070000,79.279999,72.720001,80.449997,79.979996,81.610001,82.799995,82.889999,84.320000,80.979996,85.059998,85.389999,85.199997,87.239998,87.439995,87.750000,87.689995,88.220001,88.489998,88.689995,88.479996,88.320000,88.540001
9,118,0.788604,59.309998,61.549999,72.860001,76.159996,73.189995,73.029999,78.099998,82.049995,77.549995,83.790001,81.180000,83.279999,84.079994,85.079994,83.339996,84.029999,85.939995,85.379997,86.820000,86.509995,87.389999,87.879997,85.849998,88.099998,86.919998,88.930000,88.979996,89.599998,89.570000,89.509995,90.189995,90.449997,90.500000,90.970001,91.389999,91.409996,90.799995,91.750000,92.159996,92.159996,92.059998,92.669998,92.720001,93.099998,93.180000,93.049995,92.979996,93.000000,93.049995,93.059998
36,114,3.272494,37.309998,42.689999,46.369999,48.779999,59.059998,50.299999,67.349998,58.570000,70.229996,68.139999,72.479996,71.639999,76.970001,72.759995,61.769997,75.589996,79.139999,76.680000,79.559998,77.049995,81.239998,82.089996,84.989998,81.459999,84.099998,84.540001,83.849998,84.799995,84.949997,85.659996,85.489998,87.119995,88.599998,88.540001,89.570000,88.079994,88.699997,90.720001,90.709999,91.070000,91.269997,91.349998,91.489998,91.720001,91.689995,92.089996,91.939995,92.089996,91.869995,91.970001
37,86,2.005702,34.540001,42.149998,46.259998,53.829998,42.779999,63.619999,66.449997,58.309998,60.829998,66.459999,71.379997,72.459999,72.139999,75.379997,60.090000,74.479996,74.059998,73.290001,77.379997,79.119995,78.360001,79.669998,80.209999,79.269997,82.739998,79.379997,83.059998,83.379997,84.229996,83.400002,84.820000,84.040001,86.189995,87.040001,86.269997,88.599998,89.269997,86.750000,88.400002,89.989998,90.059998,90.119995,90.680000,90.809998,91.019997,91.070000,91.309998,91.220001,91.139999,91.139999
30,96,1.934026,38.520000,51.449997,59.209999,65.139999,62.189999,53.139999,66.610001,67.019997,76.080002,75.000000,77.500000,76.949997,72.979996,75.220001,76.059998,81.839996,81.519997,84.169998,76.209999,77.320000,83.269997,80.489998,81.509995,82.599998,84.779999,86.089996,83.699997,84.419998,87.720001,88.290001,85.650002,88.739998,88.869995,87.500000,89.669998,90.180000,90.199997,91.149994,91.610001,91.709999,92.110001,91.839996,92.320000,92.509995,92.689995,92.799995,92.839996,92.820000,92.930000,92.729996
41,16,0.091066,23.609999,31.150000,34.570000,37.980000,43.520000,46.629997,45.649998,47.039997,47.789997,44.809998,45.020000,47.899998,53.989998,55.859997,48.789997,58.180000,53.989998,58.689999,58.980000,51.340000,59.489998,59.250000,61.379997,63.629997,49.199997,57.809998,67.110001,70.470001,61.129997,64.260002,70.439995,67.400002,72.459999,70.049995,74.479996,73.709999,74.669998,76.299995,75.459999,75.759995,76.290001,78.680000,78.879997,79.229996,79.779999,80.180000,80.099998,80.339996,80.079994,80.159996
42,18,0.113194,24.570000,31.420000,36.669998,36.090000,38.149998,39.930000,44.739998,37.000000,42.200001,43.289997,49.840000,45.730000,45.539997,53.969997,56.570000,42.270000,60.459999,59.309998,53.109997,37.349998,62.619999,61.899998,66.919998,64.209999,65.229996,68.799995,60.149998,71.000000,71.309998,67.369995,73.919998,69.330002,75.599998,68.080002,74.299995,77.209999,77.279999,78.769997,77.129997,78.180000,79.229996,80.389999,80.599998,80.750000,81.220001,81.360001,81.680000,81.879997,81.970001,81.919998
36,110,3.050750,32.169998,42.149998,56.759998,55.009998,43.709999,65.119995,64.900002,64.779999,66.059998,73.040001,73.129997,71.019997,63.910000,70.519997,74.250000,75.759995,75.509995,79.799995,78.709999,66.519997,79.189995,78.379997,79.299995,83.589996,82.589996,79.579994,82.949997,84.470001,83.209999,81.970001,86.199997,86.239998,86.489998,87.790001,89.119995,88.639999,89.299995,89.579994,90.389999,91.139999,91.250000,91.229996,91.479996,92.129997,92.430000,92.239998,92.309998,92.500000,92.279999,92.389999
23,64,0.691018,43.610001,39.379997,59.389999,65.199997,64.330002,71.599998,68.529999,68.610001,77.199997,74.439995,76.070000,74.849998,77.769997,79.070000,79.299995,80.479996,81.430000,81.879997,80.500000,82.419998,76.750000,82.869995,85.559998,85.199997,87.119995,83.769997,86.709999,87.320000,86.790001,87.650002,88.799995,88.559998,89.549995,89.009995,89.680000,90.259995,90.519997,91.049995,91.229996,91.769997,91.909996,92.000000,91.970001,92.250000,92.489998,92.290001,92.349998,92.629997,92.610001,92.500000
34,44,0.503502,31.019999,39.219997,46.309998,49.279999,58.469997,59.789997,59.090000,70.659996,67.709999,69.939995,70.669998,72.029999,66.559998,67.559998,76.739998,77.000000,77.869995,75.779999,75.750000,80.089996,77.339996,77.759995,80.459999,78.279999,79.699997,80.439995,80.540001,82.209999,82.939995,82.129997,82.430000,84.849998,86.430000,86.839996,83.809998,86.599998,86.799995,86.579994,88.099998,88.389999,88.860001,89.110001,89.729996,89.650002,89.879997,90.059998,90.139999,90.209999,90.180000,90.150002
33,24,0.150130,26.670000,33.770000,39.759998,41.110001,44.959999,43.649998,49.750000,46.750000,49.739998,59.500000,59.379997,55.369999,59.230000,62.739998,61.590000,51.419998,65.169998,45.629997,70.349998,64.860001,69.129997,67.519997,69.580002,72.669998,69.709999,75.049995,76.790001,76.509995,72.019997,77.849998,78.199997,78.169998,80.139999,81.099998,81.279999,80.220001,79.699997,82.199997,83.459999,84.409996,84.119995,84.839996,84.930000,85.339996,85.680000,85.820000,86.070000,86.000000,85.799995,85.919998
45,88,2.478354,29.009998,40.809998,42.180000,48.829998,49.539997,50.930000,59.739998,62.250000,58.660000,61.169998,64.330002,60.369999,55.759998,62.849998,64.029999,65.580002,68.939995,71.110001,70.430000,71.029999,64.909996,75.279999,73.680000,77.049995,76.529999,71.419998,77.669998,77.860001,71.750000,78.189995,80.110001,79.470001,82.650002,83.659996,82.250000,80.059998,86.150002,84.110001,85.979996,87.489998,87.220001,88.040001,88.209999,88.809998,88.769997,88.949997,89.189995,89.089996,89.379997,89.279999
11,80,0.503770,51.289997,63.539997,68.379997,66.209999,73.049995,75.439995,79.610001,80.119995,79.879997,82.239998,82.009995,81.839996,82.759995,83.759995,84.049995,85.379997,85.799995,84.540001,86.110001,83.809998,82.439995,85.869995,87.110001,87.889999,87.279999,86.619995,88.339996,88.959999,88.750000,89.829994,90.329994,90.869995,90.419998,91.009995,89.979996,91.209999,91.659996,91.949997,92.229996,92.119995,92.599998,92.659996,92.799995,92.729996,93.029999,93.099998,93.009995,93.070000,93.019997,93.070000
15,22,0.056704,41.090000,51.000000,53.779999,63.289997,62.289997,66.659996,70.259995,70.489998,69.459999,74.389999,75.489998,71.549995,74.379997,70.459999,75.089996,71.970001,75.349998,73.669998,77.400002,71.320000,77.199997,79.229996,79.949997,80.119995,80.979996,81.279999,79.509995,81.070000,82.959999,82.919998,84.169998,83.619995,83.610001,84.750000,85.220001,85.729996,85.659996,86.000000,86.189995,86.570000,86.909996,87.400002,87.220001,87.449997,87.720001,87.369995,87.739998,87.820000,87.909996,87.729996
33,42,0.430552,35.290001,44.209999,47.829998,50.459999,48.570000,59.009998,61.070000,62.219997,54.969997,56.989998,68.930000,66.939995,69.339996,62.480000,61.529999,75.509995,71.519997,77.320000,78.070000,75.320000,79.279999,77.159996,73.330002,81.570000,79.400002,80.579994,81.589996,81.779999,82.659996,80.809998,82.579994,84.820000,81.849998,85.619995,86.409996,86.439995,86.579994,86.229996,87.199997,88.389999,88.529999,88.949997,89.250000,89.509995,89.439995,89.739998,89.729996,89.809998,89.790001,89.939995
8,122,0.825462,56.539997,67.269997,64.500000,73.059998,70.680000,78.759995,77.849998,80.180000,78.189995,81.389999,83.099998,85.089996,83.659996,83.629997,85.430000,84.689995,83.979996,83.669998,85.900002,83.379997,88.500000,86.279999,88.379997,87.540001,87.439995,87.259995,88.629997,87.680000,88.909996,89.369995,90.250000,90.150002,90.320000,90.839996,90.959999,90.820000,91.329994,91.970001,91.879997,91.809998,92.399994,92.399994,92.599998,92.689995,92.860001,92.849998,93.019997,93.049995,93.049995,93.119995
21,88,1.123154,46.289997,58.539997,65.269997,64.360001,74.790001,73.650002,71.689995,75.409996,81.489998,80.199997,80.589996,80.079994,80.919998,81.000000,83.489998,83.759995,82.209999,85.079994,85.509995,84.389999,85.959999,85.029999,85.259995,85.489998,88.430000,86.509995,87.629997,85.729996,88.269997,88.970001,89.079994,90.669998,91.000000,90.919998,91.360001,91.479996,92.329994,91.739998,92.279999,92.759995,92.519997,93.209999,93.180000,93.320000,93.759995,93.629997,93.529999,93.589996,93.570000,93.570000
20,94,1.267694,46.009998,52.889999,64.220001,67.369995,71.580002,73.279999,71.509995,78.029999,81.360001,80.409996,82.519997,80.879997,80.979996,82.909996,82.939995,85.909996,81.949997,84.559998,79.389999,86.869995,86.900002,83.400002,87.400002,85.239998,87.540001,88.169998,89.400002,88.519997,87.290001,89.209999,89.650002,90.110001,91.040001,90.889999,91.720001,91.680000,92.079994,92.430000,92.239998,92.680000,93.199997,93.339996,93.419998,93.470001,93.689995,93.739998,93.659996,93.689995,93.709999,93.659996
12,30,0.079150,43.590000,49.029999,57.559998,71.119995,67.419998,73.989998,75.779999,73.320000,75.180000,73.900002,73.349998,79.259995,78.339996,78.470001,79.389999,80.259995,81.349998,81.629997,79.949997,81.290001,80.379997,82.919998,81.879997,83.500000,81.199997,83.049995,83.629997,82.659996,82.799995,85.820000,85.699997,85.629997,85.290001,85.820000,86.079994,86.500000,87.720001,87.199997,88.339996,88.079994,88.049995,88.869995,89.139999,88.939995,89.189995,89.250000,89.309998,89.059998,89.220001,89.479996
38,50,0.711010,31.269999,39.289997,42.459999,52.559998,46.820000,42.799999,62.989998,62.180000,59.469997,63.389999,63.969997,65.080002,69.110001,60.910000,62.919998,74.629997,72.129997,72.799995,57.289997,75.720001,68.559998,75.970001,77.229996,72.930000,80.570000,76.269997,78.400002,81.419998,81.699997,81.879997,83.070000,84.220001,83.159996,85.419998,85.559998,85.939995,86.309998,85.320000,87.639999,87.489998,88.079994,88.430000,88.879997,89.089996,89.259995,89.329994,89.579994,89.299995,89.419998,89.659996
32,104,2.485610,39.950001,47.500000,55.299999,54.299999,52.680000,65.939995,65.489998,68.209999,73.619995,60.230000,72.849998,77.199997,70.099998,77.529999,75.199997,75.379997,80.900002,74.269997,77.529999,70.269997,82.360001,81.349998,83.029999,84.799995,83.709999,84.500000,85.059998,85.879997,84.339996,86.709999,84.500000,88.430000,87.769997,89.529999,89.709999,89.059998,90.379997,91.169998,91.439995,91.519997,91.149994,91.750000,92.239998,92.119995,92.489998,92.829994,92.729996,92.829994,92.699997,92.720001
17,54,0.366940,47.329998,59.289997,64.680000,69.369995,72.439995,74.449997,70.559998,77.150002,79.089996,78.279999,81.619995,81.119995,82.589996,82.279999,83.000000,80.089996,81.820000,82.279999,83.849998,80.860001,81.459999,83.180000,86.470001,85.159996,85.259995,86.139999,87.089996,86.900002,87.400002,87.369995,88.769997,89.129997,89.349998,89.329994,88.650002,90.299995,90.720001,90.400002,91.180000,91.559998,91.239998,91.649994,91.839996,91.889999,92.089996,92.189995,92.279999,92.439995,92.279999,92.180000
35,30,0.247600,33.009998,38.149998,42.559998,46.579998,50.689999,50.899998,51.689999,56.539997,57.189999,59.849998,60.539997,58.820000,62.809998,69.029999,64.989998,60.029999,71.669998,56.289997,71.939995,73.159996,72.949997,74.029999,76.509995,72.949997,74.080002,76.409996,74.839996,75.769997,77.589996,80.189995,80.279999,80.159996,82.360001,83.720001,81.849998,84.849998,84.049995,84.360001,85.889999,86.000000,86.040001,86.869995,86.739998,87.150002,87.299995,87.519997,87.529999,87.739998,87.759995,87.629997
25,124,2.782570,40.169998,58.269997,62.609997,67.809998,72.900002,75.379997,73.500000,77.489998,77.389999,76.989998,80.519997,81.040001,80.519997,83.699997,84.459999,82.479996,84.389999,83.220001,83.949997,86.290001,86.610001,86.769997,88.159996,87.779999,87.729996,89.119995,89.180000,89.570000,89.589996,90.430000,90.009995,90.909996,90.389999,91.779999,91.000000,92.029999,92.829994,92.619995,92.750000,93.570000,93.779999,93.739998,93.979996,94.220001,94.229996,94.339996,94.189995,94.339996,94.279999,94.399994
27,46,0.416448,35.500000,45.669998,49.329998,55.919998,62.340000,64.659996,68.269997,62.680000,72.049995,70.519997,77.080002,74.889999,77.860001,68.369995,72.139999,76.680000,78.570000,74.099998,79.650002,78.250000,78.849998,81.439995,80.259995,83.339996,78.209999,83.639999,82.860001,80.559998,86.099998,85.989998,83.110001,86.610001,87.389999,87.659996,87.129997,88.299995,89.209999,89.169998,89.699997,89.320000,90.360001,90.659996,90.750000,90.649994,90.860001,91.049995,90.979996,90.959999,90.989998,91.019997
7,72,0.274042,53.430000,59.259998,62.739998,71.040001,72.259995,76.619995,77.129997,74.330002,77.500000,80.900002,78.150002,78.699997,80.849998,78.889999,82.220001,82.169998,80.619995,84.459999,83.720001,84.849998,83.189995,85.449997,84.559998,85.650002,86.809998,87.419998,85.939995,87.409996,87.009995,87.629997,88.269997,87.900002,88.739998,89.519997,88.290001,88.739998,89.669998,89.889999,90.250000,89.559998,90.489998,90.339996,90.829994,90.809998,90.959999,91.110001,91.169998,91.129997,91.070000,91.290001
44,40,0.536970,29.830000,37.879997,40.879997,36.090000,42.869999,44.869999,47.840000,49.539997,47.779999,47.289997,46.469997,57.689999,56.070000,55.509998,59.859997,65.250000,67.169998,68.820000,68.150002,66.709999,72.860001,71.650002,71.279999,70.849998,70.589996,75.279999,76.720001,76.799995,77.559998,78.689995,75.009995,79.790001,80.009995,80.500000,81.970001,82.659996,83.930000,83.930000,84.119995,85.139999,85.360001,85.639999,85.949997,86.479996,86.699997,86.809998,87.259995,87.119995,87.079994,87.150002
46,128,5.439370,28.650000,41.009998,46.270000,46.899998,54.750000,55.219997,52.239998,62.459999,63.739998,63.549999,63.099998,58.049999,60.939999,71.269997,69.379997,71.610001,70.669998,72.959999,69.519997,73.610001,71.049995,71.659996,72.959999,79.570000,74.639999,70.879997,76.779999,79.709999,81.009995,79.989998,83.790001,82.809998,84.309998,81.589996,84.290001,84.829994,84.959999,85.939995,86.070000,87.709999,88.430000,88.709999,89.119995,89.349998,89.189995,89.519997,89.629997,89.699997,89.799995,89.750000
31,118,3.127010,39.730000,53.230000,57.829998,60.559998,64.239998,58.939999,64.720001,71.769997,72.449997,73.119995,72.449997,74.699997,75.449997,76.949997,79.139999,75.849998,79.610001,78.220001,80.259995,82.209999,80.619995,83.489998,82.199997,81.849998,83.570000,85.779999,86.839996,86.150002,88.089996,86.970001,87.459999,87.709999,88.959999,88.509995,89.549995,90.739998,91.199997,90.320000,91.149994,91.779999,91.769997,92.309998,92.659996,92.649994,92.750000,92.959999,93.029999,93.139999,93.169998,93.139999
41,74,1.640072,32.239998,37.070000,44.480000,54.049999,53.579998,51.529999,57.989998,58.500000,58.389999,56.879997,63.129997,66.540001,55.489998,62.980000,66.750000,69.599998,66.699997,70.180000,70.119995,70.220001,75.970001,69.949997,69.599998,73.629997,76.610001,75.739998,78.919998,80.439995,78.389999,81.000000,81.029999,83.229996,81.470001,83.439995,84.729996,84.589996,85.790001,85.750000,86.869995,86.529999,88.329994,88.059998,88.459999,88.900002,89.209999,89.180000,89.150002,89.439995,89.119995,89.189995
34,126,3.900844,35.739998,43.299999,52.289997,59.949997,64.680000,65.119995,61.399998,63.840000,73.860001,72.239998,74.979996,74.099998,77.699997,78.070000,72.739998,74.099998,77.159996,81.430000,81.729996,81.079994,83.629997,83.889999,84.989998,82.930000,83.629997,86.290001,83.299995,85.970001,87.189995,84.849998,88.769997,87.779999,89.000000,86.699997,89.529999,89.989998,90.519997,91.250000,91.799995,91.930000,91.970001,92.329994,92.720001,92.720001,93.089996,92.919998,93.129997,93.180000,93.259995,93.239998
8,84,0.399178,48.949997,65.919998,71.720001,72.129997,75.559998,74.659996,78.900002,78.349998,78.479996,79.299995,81.459999,81.049995,79.739998,83.489998,84.639999,84.139999,84.709999,84.079994,85.110001,85.250000,85.470001,84.869995,86.579994,87.029999,87.959999,83.809998,87.519997,87.720001,89.049995,88.419998,89.209999,89.500000,89.070000,89.919998,90.409996,89.459999,89.909996,90.970001,91.059998,90.930000,91.119995,91.459999,91.329994,91.759995,91.699997,91.779999,91.849998,92.000000,91.909996,91.939995
